image_path,elevation_deg,label_type,timestamp
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1265_AJW-ojOEZLmAzw7GO9zSnw_44.07795671_27.23810930.jpg,45.98,clear,2026-04-13T14:57:02
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/931_Ie1Llk6_xi25_Hkpfvl3UA_43.38232782_22.91494751.jpg,38.76,clear,2026-04-13T14:57:12
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1085_DcegRJKOalex8EG4UbGgQQ_47.38491831_4.68249417.jpg,56.49,clear,2026-04-13T14:57:16
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1758_kqjoH4R6fFmGwOp5kphW4g_43.16465528_-77.64498275.jpg,34.86,clear,2026-04-13T14:57:19
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1975_0KJ-NIQvvZH_wDW5BU1PZA_36.18746118_-5.92371097.jpg,21.04,clear,2026-04-13T14:57:21
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1339_MeAPEG37imyKHLm5d14I6Q_-1.27551554_-78.58454747.jpg,62.20,clear,2026-04-13T14:57:24
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2704_0zoSmPkBwKAkPhg_PUTLnA_-6.75347873_-38.96437767.jpg,48.98,clear,2026-04-13T14:57:29
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2167_tEg-aHxxt02HTs9yWrAwMw_28.36325285_-13.87357488.jpg,41.47,clear,2026-04-13T14:57:37
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2283_sC1VeEqlqmgnDIVMmJSOdg_51.42440379_-2.22399534.jpg,54.69,clear,2026-04-13T14:57:42
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/916_7aV87qu5slzd8bHLZaG-MQ_13.24679046_102.82129851.jpg,55.89,clear,2026-04-13T14:57:43
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3124_mjpbjIXP_7ddKsa3QfZNYQ_42.24638542_-3.66844605.jpg,30.05,clear,2026-04-13T14:57:44
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2044_VJ1OPuUi5p574-10xKnFHg_-8.27983048_120.44813259.jpg,34.86,clear,2026-04-13T14:57:47
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/132_RRRDgax2_fHN_uhpQRe0-w_46.80807294_-60.32313829.jpg,61.00,clear,2026-04-13T14:57:48
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/252_xkSYQfE02GN8RJnHEk8C2A_27.64081240_74.50641966.jpg,29.45,clear,2026-04-13T14:57:49
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/870_84VnW_XOjKwyj-ophbMCeA_70.62930388_21.98124901.jpg,26.14,clear,2026-04-13T14:57:55
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3204_sAXf_j6mmLJ_SrBj8EC6NQ_55.64122181_-3.12213027.jpg,30.05,clear,2026-04-13T14:57:56
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3327_65sEzh1IivPexNEu06RTsw_40.07950763_21.18178980.jpg,31.25,clear,2026-04-13T14:58:03
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/827_vB-ySD72GNmdZX2_2zj4eA_56.68316378_12.71661445.jpg,40.87,clear,2026-04-13T14:58:07
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/400_bDFEm4sRn1Frzq2wM9HyhQ_40.59801138_-124.15729480.jpg,42.97,clear,2026-04-13T14:58:09
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2877_IrROn8KtTJUV5XBsuWae2Q_-21.73267784_-45.96655498.jpg,51.39,clear,2026-04-13T14:58:14
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/434_pkHhEH94nJftpnyKswlccQ_23.88525236_120.51289821.jpg,50.78,clear,2026-04-13T14:58:20
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1296_0rmiCF5t3pfOBwIICNbDBQ_46.83509697_-65.73989028.jpg,46.58,clear,2026-04-13T14:58:23
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1005_zz5K3eYzRf_g3BCkiDeMnQ_30.91348322_-90.12831068.jpg,33.96,clear,2026-04-13T14:58:24
