image_path,elevation_deg,label_type,timestamp
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1186_t2RdO_qNonJLYl473mnHxA_37.25429984_-6.95184615.jpg,-999.00,discard,2026-04-13T14:56:57
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1265_AJW-ojOEZLmAzw7GO9zSnw_44.07795671_27.23810930.jpg,45.98,clear,2026-04-13T14:57:02
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1928_tSidYqGcJC2XCvm_xnBLoQ_24.76772282_76.70370108.jpg,65.51,cloudy,2026-04-13T14:57:07
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/931_Ie1Llk6_xi25_Hkpfvl3UA_43.38232782_22.91494751.jpg,38.76,clear,2026-04-13T14:57:12
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2765_yp0mNLBbZgwlBNJazggd0Q_16.38372472_104.09733387.jpg,38.76,cloudy,2026-04-13T14:57:15
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1085_DcegRJKOalex8EG4UbGgQQ_47.38491831_4.68249417.jpg,56.49,clear,2026-04-13T14:57:16
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1030_ZQPrOfD1ZFOvG9dsayjR-A_39.70016849_3.41682049.jpg,51.39,cloudy,2026-04-13T14:57:18
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1758_kqjoH4R6fFmGwOp5kphW4g_43.16465528_-77.64498275.jpg,34.86,clear,2026-04-13T14:57:19
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1975_0KJ-NIQvvZH_wDW5BU1PZA_36.18746118_-5.92371097.jpg,21.04,clear,2026-04-13T14:57:21
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1339_MeAPEG37imyKHLm5d14I6Q_-1.27551554_-78.58454747.jpg,62.20,clear,2026-04-13T14:57:24
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2704_0zoSmPkBwKAkPhg_PUTLnA_-6.75347873_-38.96437767.jpg,48.98,clear,2026-04-13T14:57:29
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/13_M55Pf5-AaBwRs4VjCTnClQ_52.04570508_22.50780355.jpg,48.98,cloudy,2026-04-13T14:57:31
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/509_dqNWkfNX8BZdQ5UqF2XM5Q_-35.62827894_174.12994628.jpg,49.88,cloudy,2026-04-13T14:57:35
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2167_tEg-aHxxt02HTs9yWrAwMw_28.36325285_-13.87357488.jpg,41.47,clear,2026-04-13T14:57:37
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2398_9SAOKmxCqyVFpGdbJcK_xw_42.98117664_-97.49665100.jpg,27.05,cloudy,2026-04-13T14:57:40
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2283_sC1VeEqlqmgnDIVMmJSOdg_51.42440379_-2.22399534.jpg,54.69,clear,2026-04-13T14:57:42
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/916_7aV87qu5slzd8bHLZaG-MQ_13.24679046_102.82129851.jpg,55.89,clear,2026-04-13T14:57:43
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3124_mjpbjIXP_7ddKsa3QfZNYQ_42.24638542_-3.66844605.jpg,30.05,clear,2026-04-13T14:57:44
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/778_NUKPJDWdoAXg79Br6LeCXg_46.31384981_47.95385108.jpg,41.17,cloudy,2026-04-13T14:57:46
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2044_VJ1OPuUi5p574-10xKnFHg_-8.27983048_120.44813259.jpg,34.86,clear,2026-04-13T14:57:47
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/132_RRRDgax2_fHN_uhpQRe0-w_46.80807294_-60.32313829.jpg,61.00,clear,2026-04-13T14:57:48
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/252_xkSYQfE02GN8RJnHEk8C2A_27.64081240_74.50641966.jpg,29.45,clear,2026-04-13T14:57:49
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2148_OfiLzjb1dxyArzfYo1ACsw_33.62172448_131.12801786.jpg,36.36,cloudy,2026-04-13T14:57:52
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/638_b2r-IrWhkMeJTtaxiUoJwQ_48.95415720_21.23901889.jpg,36.36,cloudy,2026-04-13T14:57:53
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/870_84VnW_XOjKwyj-ophbMCeA_70.62930388_21.98124901.jpg,26.14,clear,2026-04-13T14:57:55
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3204_sAXf_j6mmLJ_SrBj8EC6NQ_55.64122181_-3.12213027.jpg,30.05,clear,2026-04-13T14:57:56
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3327_65sEzh1IivPexNEu06RTsw_40.07950763_21.18178980.jpg,31.25,clear,2026-04-13T14:58:03
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2907__X9oatrUsERDWqXgTxNcIw_21.42121336_85.21346799.jpg,37.26,cloudy,2026-04-13T14:58:05
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/827_vB-ySD72GNmdZX2_2zj4eA_56.68316378_12.71661445.jpg,40.87,clear,2026-04-13T14:58:07
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3182_IC-N61zmHZmMsdTIL_vEMg_-7.23496624_107.83237901.jpg,36.36,cloudy,2026-04-13T14:58:08
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/400_bDFEm4sRn1Frzq2wM9HyhQ_40.59801138_-124.15729480.jpg,42.97,clear,2026-04-13T14:58:09
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2877_IrROn8KtTJUV5XBsuWae2Q_-21.73267784_-45.96655498.jpg,51.39,clear,2026-04-13T14:58:14
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/985_ExQSQI-dI7UFbz9la6NPHQ_24.69808425_121.61435629.jpg,41.47,cloudy,2026-04-13T14:58:15
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/711_sOGdxH87FNnMWkZCczFdvw_56.21181403_-3.19542344.jpg,39.67,cloudy,2026-04-13T14:58:18
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/434_pkHhEH94nJftpnyKswlccQ_23.88525236_120.51289821.jpg,50.78,clear,2026-04-13T14:58:20
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/921_v26XY132MEKyrf1OMwDqMg_58.40397723_24.40712511.jpg,38.76,cloudy,2026-04-13T14:58:21
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1296_0rmiCF5t3pfOBwIICNbDBQ_46.83509697_-65.73989028.jpg,46.58,clear,2026-04-13T14:58:23
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1005_zz5K3eYzRf_g3BCkiDeMnQ_30.91348322_-90.12831068.jpg,33.96,clear,2026-04-13T14:58:24
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2142_2wz_pmP2HcHo2jXx_FxC7A_45.47390921_-98.50024766.jpg,18.33,clear,2026-04-13T14:58:29
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2801_I9Gmpp8Td7SUAYXaG8p0fQ_42.94945675_142.60381779.jpg,49.88,clear,2026-04-13T14:58:39
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/108_YJdNwvHsKBbFzGFpyXY9lw_42.60278786_-91.07428942.jpg,34.86,clear,2026-04-13T14:58:41
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/351_nSh1xM6IDDQ9WJktbjaUzA_47.53220100_26.10671121.jpg,39.67,cloudy,2026-04-13T14:58:42
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/221_bPOxRFd91o_W8O9rh0uo-g_61.88361047_28.81233233.jpg,39.97,cloudy,2026-04-13T14:58:44
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1950_WoT804hIltsHwj45gh5U4Q_43.45338102_-80.75691184.jpg,39.97,cloudy,2026-04-13T14:58:44
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3233_3CcFA_gneLSf1hihYFHk_w_29.69928065_77.67617247.jpg,39.97,cloudy,2026-04-13T14:58:46
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1091_JL2q322nKWljMFPJMFk0UQ_35.54357509_-78.29546201.jpg,39.67,cloudy,2026-04-13T14:58:47
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3008_L1GDurYbKstV_otLpuCC2w_32.17254977_34.89900174.jpg,39.67,cloudy,2026-04-13T14:58:50
/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/63_-U_m97bePawhLpR74K1sFw_65.76645294_23.04860427.jpg,21.04,clear,2026-04-13T14:58:51
